Intent,Question,Answer
question_data_set,what does add my two cents mean,"""My two cents"" (2¢) and its longer version ""put my two cents in"" is an United States (US) idiomatic expression, taken from the original English idiom expression: to put in ""my two pennies worth"" or ""my tuppence worth."""
question_data_set,how much total wealth in USA,"Including human capital such as skills, the United Nations estimated the total wealth of the United States in 2008 to be $118 trillion."
question_data_set,what does a plus-minus sign mean,"to indicate the precision of an approximation , or"
question_data_set,what does a plus-minus sign mean,to indicate a value that can be of either sign.
question_data_set,how was the moon formed,"The Moon is thought to have formed nearly 4.5 billion years ago, not long after the Earth."
question_data_set,how was the moon formed,"Although there have been several hypotheses for its origin in the past, the current most widely accepted explanation is that the Moon formed from the debris left over after a giant impact between Earth and a Mars -sized body."
question_data_set,what did ronald reagan do as president,"As president, Reagan implemented sweeping new political and economic initiatives."
question_data_set,what does judgment as a matter of law mean,"Judgment as a matter of law (JMOL) is a motion made by a party, during trial, claiming the opposing party has insufficient evidence to reasonably support its case."
question_data_set,how many presidents have been assassinated,"Four sitting presidents have been killed: Abraham Lincoln (the 16th President), James A. Garfield (the 20th President), William McKinley (the 25th President) and John F. Kennedy (the 35th President)."
question_data_set,what does oklahoma produce,"A major producer of natural gas , oil , and agriculture, Oklahoma relies on an economic base of aviation, energy, telecommunications, and biotechnology ."
question_data_set,how many redwall books are there,There have been twenty-two novels and two picture books published.
question_data_set,what date did the american civil war start,"Hostilities began on April 12, 1861, when Confederate forces fired upon Fort Sumter , a key fort held by Union troops in South Carolina."
question_data_set,what does bruce jenner do,"William Bruce Jenner (born October 28, 1949) is a former U.S. track and field athlete , motivational speaker , socialite , television personality and businessman ."
question_data_set,what does alkali do to liquids?,Some authors also define an alkali as a base that dissolves in water .
question_data_set,what area code is 217,Area code 217 is the North American telephone area code for much of western and central Illinois .
question_data_set,what area code is 217,"The 217 area includes Illinois' capital , Springfield , plus Champaign , Urbana , Decatur , Danville , Quincy , and Rantoul ."
question_data_set,how jameson irish whiskey is made,"Jameson is similar in its adherence to the single distillery principle to the single malt tradition, but Jameson blends column still spirit with Single pot still whiskey , a combination of malted barley with unmalted or ""green"" barley distilled in a pot still."
question_data_set,what does gloria in excelsis deo mean,"""Gloria in excelsis Deo"" ( Latin for ""Glory to God in the highest"") is a hymn known also as the Greater Doxology (as distinguished from the ""Minor Doxology"" or Gloria Patri ) and the Angelic Hymn."
question_data_set,how many grams in a troy ounce of gold,"There are 12 troy ounces per troy pound, rather than the 16 ounces per pound found in the more common avoirdupois system ."
question_data_set,how many grams in a troy ounce of gold,"The troy ounce is 480 grains, compared with the avoirdupois ounce, which is 4371⁄2 grains."
question_data_set,How many consecutive games did Ken Jennings win?,"In 2004, Jennings won 74 Jeopardy!"
question_data_set,"what county is jennings, la","Jennings is a small city in and the parish seat of Jefferson Davis Parish , Louisiana , United States , near Lake Charles ."
